graph_id,neato_xing,sfdp_xing,smartgd_xing,diff_gd_xing
grafo7812.72,67,50,55.0,50
grafo7043.96,56,53,57.0,46
grafo10286.97,103,77,85.0,82
grafo11044.95,122,136,128.0,99
grafo7843.81,54,46,54.0,47
grafo9210.78,67,50,69.0,42
grafo1103.24,0,0,0.0,0
grafo1584.70,64,53,56.0,53
grafo3669.43,15,5,3.0,11
grafo11057.96,100,99,94.0,80
grafo8561.77,24,41,30.0,21
grafo4861.55,31,35,32.0,26
grafo9513.74,37,50,46.0,31
grafo9112.82,130,131,116.0,96
grafo2766.26,2,2,3.0,2
grafo6048.45,13,16,12.0,11
grafo2775.25,0,0,0.0,0
grafo10609.100,80,67,85.0,62
grafo10918.98,149,164,143.0,116
grafo776.36,17,21,21.0,13
grafo7893.86,46,50,50.0,33
grafo2958.27,0,3,0.0,0
grafo5826.73,42,35,34.0,32
grafo6739.46,33,32,32.0,24
grafo6557.45,9,7,9.0,6
grafo6235.45,7,4,6.0,5
grafo5628.34,4,2,6.0,2
grafo9542.87,195,206,173.0,147
grafo6096.47,15,12,14.0,10
grafo5285.76,29,33,32.0,24
grafo1210.51,4,3,3.0,3
grafo8853.89,66,62,77.0,56
grafo3860.42,2,1,1.0,2
grafo10726.99,113,101,110.0,78
grafo6533.83,92,90,85.0,75
grafo11669.39,10,7,6.0,7
grafo6102.33,3,4,2.0,3
grafo2020.35,1,2,1.0,0
grafo2334.16,2,1,1.0,2
grafo2327.15,2,0,0.0,2
grafo11105.95,124,118,128.0,99
grafo6728.60,27,25,17.0,16
grafo10177.96,50,51,54.0,44
grafo10527.93,124,134,121.0,105
grafo2833.21,2,2,2.0,2
grafo672.39,2,2,1.0,2
grafo8144.82,34,33,29.0,27
grafo3161.39,11,14,9.0,10
grafo8545.74,64,66,71.0,46
grafo6598.71,85,85,74.0,66
grafo9255.67,26,35,23.0,19
grafo1397.26,0,0,0.0,0
grafo337.15,9,6,5.0,2
grafo3873.41,16,6,7.0,14
grafo11132.95,128,128,113.0,92
grafo11615.33,2,1,4.0,1
grafo8906.75,47,48,49.0,40
grafo6440.49,14,13,13.0,12
grafo2741.29,16,10,12.0,13
grafo10049.39,9,13,8.0,8
grafo2100.29,17,9,13.0,13
grafo1419.47,8,5,5.0,6
grafo2805.18,6,3,6.0,4
grafo4712.64,31,33,32.0,28
grafo7061.53,27,29,30.0,20
grafo4299.55,60,44,48.0,43
grafo3632.56,92,68,74.0,71
grafo4492.76,25,34,23.0,21
grafo9239.62,27,35,28.0,21
grafo8157.81,107,86,83.0,80
grafo9089.73,77,67,53.0,64
grafo7595.74,41,30,31.0,31
grafo10234.39,10,16,10.0,10
grafo8779.88,99,88,85.0,72
grafo2542.16,2,1,2.0,2
grafo2564.20,0,0,1.0,0
grafo5461.38,2,5,2.0,2
grafo2090.17,1,0,0.0,0
grafo2233.15,0,1,0.0,0
grafo1742.34,4,5,4.0,4
grafo8209.91,85,68,75.0,68
grafo8355.87,123,153,128.0,109
grafo8705.82,46,54,63.0,40
grafo8687.86,155,114,131.0,125
grafo4261.61,55,46,46.0,44
grafo8990.61,20,22,25.0,18
grafo646.25,0,0,0.0,0
grafo8947.89,61,53,56.0,45
grafo4749.61,21,25,17.0,16
grafo660.13,5,5,4.0,2
grafo4606.64,30,29,30.0,24
grafo3794.41,11,9,12.0,9
grafo11002.96,88,73,76.0,60
grafo8843.96,40,49,38.0,27
grafo6837.54,21,15,17.0,14
grafo2933.16,1,0,0.0,0
grafo598.33,19,21,17.0,16
grafo6002.76,59,59,61.0,48
grafo3595.39,20,20,20.0,13
grafo4644.84,93,85,89.0,76
grafo4449.75,46,45,47.0,34
grafo2026.28,5,7,7.0,5
grafo211.14,1,1,0.0,1
grafo6547.38,46,58,43.0,40
grafo4245.62,18,16,17.0,12
grafo10605.99,85,85,84.0,72
grafo5859.75,55,39,51.0,43
grafo10679.100,50,48,66.0,39
grafo2563.14,0,2,0.0,0
grafo11106.99,119,116,109.0,92
grafo3624.44,5,7,6.0,5
grafo1010.10,0,0,0.0,0
grafo7526.38,14,18,13.0,14
grafo2675.12,1,0,0.0,1
grafo6032.42,3,3,3.0,3
grafo7697.45,37,34,32.0,28
grafo11436.37,12,10,10.0,7
grafo5619.39,6,10,6.0,6
grafo4156.75,46,43,47.0,34
grafo5126.43,9,10,9.0,8
grafo8682.87,32,27,33.0,29
grafo676.11,0,0,0.0,0
grafo306.18,5,5,4.0,3
grafo226.14,1,1,1.0,0
grafo2547.17,1,1,1.0,0
grafo4659.59,18,14,18.0,12
grafo1286.27,3,1,2.0,3
grafo9522.79,51,67,52.0,45
grafo10809.99,98,85,103.0,78
grafo8062.83,45,39,43.0,32
grafo8432.86,111,78,80.0,89
grafo11457.92,121,130,127.0,94
grafo2922.20,2,1,1.0,2
grafo5488.58,19,17,18.0,15
grafo2770.24,6,2,1.0,5
grafo259.12,0,0,0.0,0
grafo11515.37,4,9,6.0,3
grafo4202.83,71,62,85.0,50
grafo4275.56,28,50,27.0,24
grafo1279.45,21,22,16.0,17
grafo9389.77,45,35,46.0,34
grafo6560.37,3,1,1.0,3
grafo6300.47,63,70,61.0,50
grafo9065.70,37,27,31.0,32
grafo5806.48,27,22,26.0,17
grafo4077.40,8,10,7.0,7
grafo8508.73,18,19,23.0,17
grafo9494.61,32,33,29.0,21
grafo6893.51,18,16,17.0,13
grafo8656.73,40,34,38.0,32
grafo8397.61,30,27,33.0,22
grafo5316.36,3,3,3.0,3
grafo3164.38,6,6,5.0,2
grafo11221.92,39,38,45.0,29
grafo6646.77,73,67,72.0,57
grafo6114.31,7,9,9.0,4
grafo5861.82,58,69,58.0,45
grafo7988.61,58,49,64.0,47
grafo11531.34,0,0,0.0,0
grafo6617.84,95,70,79.0,79
grafo4944.58,29,20,27.0,25
grafo3344.42,21,14,18.0,13
grafo3411.52,16,15,17.0,14
grafo9274.65,58,64,68.0,46
grafo7907.80,113,113,114.0,90
grafo9155.63,25,18,22.0,16
grafo835.23,5,3,2.0,3
grafo11373.38,11,19,19.0,10
grafo2036.27,0,1,0.0,0
grafo3089.25,5,6,6.0,3
grafo4053.43,18,15,17.0,16
grafo3685.50,57,56,50.0,38
grafo5353.39,1,5,1.0,1
grafo7961.63,20,18,24.0,15
grafo1701.36,4,6,2.0,3
grafo6488.49,13,19,13.0,12
grafo1856.14,0,0,0.0,0
grafo1395.61,21,23,17.0,17
grafo4305.80,50,43,49.0,42
grafo4252.59,32,34,39.0,30
grafo6638.48,7,9,9.0,5
grafo1088.11,2,0,1.0,0
grafo1119.16,6,4,6.0,1
grafo7346.58,33,40,36.0,27
grafo7226.38,14,17,15.0,12
grafo1863.21,7,4,2.0,5
grafo1845.17,0,1,0.0,0
grafo6437.47,43,45,48.0,38
grafo6128.47,22,29,22.0,15
grafo3698.56,49,63,58.0,42
grafo2726.38,20,21,23.0,16
grafo10052.32,0,2,0.0,0
grafo11157.100,92,123,89.0,71
grafo8480.91,58,51,52.0,37
grafo10775.94,56,62,64.0,39
grafo3878.45,7,6,7.0,4
grafo10065.32,6,3,6.0,6
grafo3567.52,26,27,27.0,23
grafo11156.98,36,37,35.0,32
grafo4948.78,69,52,60.0,54
grafo6867.45,73,64,58.0,58
grafo4384.64,46,46,47.0,38
grafo10939.33,3,0,0.0,2
grafo5785.37,18,15,17.0,14
grafo5944.44,4,5,5.0,4
grafo5339.43,6,6,9.0,5
grafo8412.76,107,100,108.0,89
grafo10158.91,55,43,54.0,49
grafo3428.57,43,34,55.0,34
grafo2631.34,5,11,5.0,2
grafo4349.65,30,34,27.0,23
grafo11435.92,36,27,39.0,29
grafo2758.17,0,1,0.0,0
grafo8982.80,52,63,61.0,44
grafo965.15,0,0,0.0,0
grafo785.16,0,0,0.0,0
grafo10019.38,5,2,3.0,3
grafo9014.63,46,46,47.0,35
grafo4672.76,114,75,80.0,88
grafo4881.66,35,26,30.0,32
grafo6850.45,15,13,11.0,12
grafo9215.69,29,46,42.0,25
grafo1256.30,0,0,0.0,0
grafo3913.43,38,41,37.0,32
grafo873.20,3,7,3.0,3
grafo1506.43,7,7,6.0,4
grafo367.14,0,1,0.0,0
grafo11052.97,102,111,96.0,77
grafo7587.95,86,64,72.0,69
grafo7292.50,16,17,12.0,13
grafo8516.79,26,24,26.0,15
grafo9185.64,41,42,41.0,28
grafo8755.93,77,73,70.0,60
grafo1534.30,1,0,0.0,1
grafo8338.70,32,18,24.0,22
grafo1188.54,11,9,9.0,9
grafo9216.65,24,19,22.0,18
grafo10312.91,49,36,48.0,35
grafo1038.23,0,0,0.0,0
grafo10290.95,88,71,76.0,62
grafo4350.80,43,49,45.0,36
grafo11384.30,1,1,2.0,1
grafo4488.54,19,20,19.0,14
grafo5716.40,19,20,20.0,17
grafo1319.25,2,1,2.0,1
grafo7927.70,84,77,72.0,62
grafo4301.63,58,53,58.0,47
grafo3002.37,5,6,5.0,5
grafo4815.57,9,13,9.0,8
grafo587.10,0,0,0.0,0
grafo9923.31,6,6,6.0,4
grafo7182.39,17,20,25.0,16
grafo1956.41,26,31,25.0,22
grafo11540.37,6,10,8.0,5
grafo2167.38,2,3,2.0,2
grafo8497.71,103,106,98.0,76
grafo8907.97,57,66,61.0,40
grafo713.12,0,0,0.0,0
grafo8477.89,68,72,73.0,56
grafo7776.78,78,62,76.0,67
grafo8114.83,97,66,80.0,71
grafo6523.47,25,32,24.0,19
grafo2695.43,6,7,10.0,6
grafo10110.97,24,17,22.0,18
grafo7647.42,2,3,3.0,0
grafo3397.49,1,1,2.0,1
grafo2558.34,15,8,12.0,13
grafo10293.99,83,84,83.0,65
grafo9543.65,69,71,76.0,51
grafo3897.38,9,10,5.0,8
grafo7305.38,17,17,17.0,16
grafo3639.42,8,10,6.0,5
grafo1261.30,9,8,14.0,6
grafo10881.97,93,98,74.0,68
grafo3326.42,36,26,30.0,27
grafo10903.93,138,124,130.0,112
grafo8610.60,20,17,17.0,18
grafo1953.32,0,0,0.0,0
grafo7125.42,5,7,8.0,5
grafo889.21,1,1,1.0,0
grafo9907.32,1,1,0.0,1
grafo3196.53,20,19,19.0,15
grafo7805.59,32,23,28.0,22
grafo10438.97,81,98,75.0,59
grafo6485.40,12,5,12.0,8
grafo10349.94,91,70,81.0,79
grafo2767.20,1,0,0.0,1
grafo11505.91,125,126,130.0,100
grafo5685.62,58,66,58.0,45
grafo2005.30,3,8,2.0,3
grafo2752.15,5,2,2.0,3
grafo6948.38,3,3,7.0,3
grafo2023.16,4,2,2.0,4
grafo2708.39,8,6,6.0,6
grafo764.23,4,1,1.0,3
grafo8930.97,77,82,74.0,60
grafo8972.77,84,94,83.0,70
grafo6368.45,29,25,25.0,19
grafo4622.48,4,3,4.0,4
grafo8560.71,42,40,50.0,30
grafo1728.61,8,10,10.0,7
grafo5451.41,14,14,13.0,12
grafo10265.100,80,83,73.0,61
grafo279.16,0,0,0.0,0
grafo10037.39,11,10,12.0,10
grafo428.19,0,1,0.0,0
grafo8603.87,46,41,45.0,37
grafo9633.64,52,44,54.0,46
grafo9758.72,60,61,60.0,45
grafo1926.26,5,5,5.0,4
grafo6570.65,52,48,52.0,41
grafo11305.99,75,80,73.0,60
grafo5322.67,44,33,41.0,33
grafo2567.13,0,0,0.0,0
grafo1324.27,0,0,0.0,0
grafo11374.33,4,1,4.0,2
grafo5979.56,11,13,11.0,9
grafo8665.74,48,36,43.0,39
grafo6891.39,16,14,14.0,9
grafo8589.73,30,24,23.0,22
grafo577.13,0,0,0.0,0
grafo11133.93,74,66,87.0,59
grafo7632.46,37,36,35.0,34
grafo7500.53,14,10,13.0,9
grafo1509.32,14,15,11.0,12
grafo6770.46,12,13,12.0,6
grafo6034.60,15,21,13.0,11
grafo3490.52,16,27,16.0,15
grafo7423.43,13,11,13.0,10
grafo10353.99,145,130,160.0,110
grafo1441.71,38,43,41.0,34
grafo1236.48,3,2,2.0,3
grafo11594.37,2,4,2.0,2
grafo9839.79,27,27,25.0,21
grafo927.11,0,0,0.0,0
grafo1805.26,2,2,5.0,2
grafo120.40,1,1,1.0,1
grafo2689.21,2,2,3.0,2
grafo4260.77,36,31,33.0,28
grafo7693.52,45,38,47.0,36
grafo2207.36,15,15,15.0,14
grafo9165.68,34,26,34.0,24
grafo9998.38,6,5,4.0,4
grafo4309.54,89,83,69.0,70
grafo2369.43,3,4,3.0,3
grafo5933.75,84,104,70.0,60
grafo9489.83,40,41,45.0,29
grafo8895.78,42,37,40.0,36
grafo1090.29,1,1,1.0,1
grafo9814.80,61,37,44.0,43
grafo6137.39,6,4,10.0,5
grafo7726.46,22,28,21.0,15
grafo6389.84,21,13,30.0,16
grafo6608.53,46,49,43.0,34
grafo429.20,7,6,7.0,6
grafo6979.47,17,11,16.0,16
grafo5858.63,29,27,25.0,27
grafo568.20,0,1,0.0,0
grafo600.19,1,2,1.0,1
grafo4950.50,12,10,15.0,12
grafo4839.63,47,32,37.0,32
grafo10620.35,0,0,1.0,0
grafo3538.40,7,3,6.0,5
grafo6317.43,102,96,92.0,88
grafo6025.56,37,30,27.0,28
grafo1476.71,45,49,44.0,36
grafo2437.25,4,3,3.0,3
grafo10416.96,115,123,104.0,91
grafo4845.79,41,41,46.0,32
grafo2730.15,0,0,0.0,0
grafo9072.74,91,91,117.0,73
grafo715.30,0,1,1.0,0
grafo10062.39,5,4,4.0,5
grafo7754.49,22,26,19.0,16
grafo1955.10,3,1,0.0,1
grafo4773.57,43,32,36.0,38
grafo8583.85,36,26,31.0,25
grafo9823.90,108,122,109.0,87
grafo198.18,5,5,6.0,5
grafo6288.41,34,39,36.0,23
grafo3223.39,0,0,3.0,0
grafo8630.74,70,68,68.0,54
grafo4178.74,31,47,31.0,27
grafo11418.36,12,16,12.0,12
grafo4316.77,37,33,36.0,27
grafo6060.59,12,11,14.0,11
grafo1485.23,0,0,0.0,0
grafo6940.42,19,27,20.0,12
grafo8752.88,55,49,53.0,42
grafo3440.55,24,12,21.0,19
grafo4225.78,71,64,63.0,52
grafo7411.89,64,63,61.0,52
grafo6593.38,13,15,13.0,10
grafo9171.84,138,134,119.0,102
grafo4007.37,8,8,9.0,6
grafo8535.71,37,46,43.0,29
grafo9225.62,27,19,27.0,20
grafo10107.93,85,73,85.0,69
grafo7290.38,6,5,5.0,5
grafo8244.72,41,38,43.0,29
grafo277.13,0,0,0.0,0
grafo11675.39,12,11,12.0,7
grafo1999.38,5,6,4.0,5
grafo9778.82,61,69,58.0,49
grafo8045.68,45,30,32.0,38
grafo4720.81,62,59,63.0,47
grafo6631.46,12,16,18.0,10
grafo1415.58,3,4,5.0,3
grafo5366.51,36,38,47.0,34
grafo3090.24,2,1,1.0,1
grafo2459.15,3,2,3.0,3
grafo4094.40,13,10,10.0,11
grafo9746.68,12,16,22.0,10
grafo10923.97,116,112,115.0,93
grafo9900.39,7,7,5.0,5
grafo1928.23,4,2,2.0,2
grafo2611.20,0,0,0.0,0
grafo7103.39,21,13,17.0,13
grafo3083.27,3,1,3.0,3
grafo3453.56,28,31,31.0,22
grafo2505.13,0,0,0.0,0
grafo7330.40,5,14,7.0,3
grafo2973.37,4,6,7.0,3
grafo2613.15,1,1,1.0,1
grafo11528.35,6,5,7.0,5
grafo5164.47,47,38,40.0,37
grafo504.25,3,2,1.0,2
grafo6155.39,10,7,5.0,10
grafo3566.36,5,12,5.0,3
grafo7441.43,26,27,26.0,17
grafo1065.14,0,0,0.0,0
grafo8394.89,116,69,98.0,82
grafo1145.18,3,2,4.0,2
grafo7134.39,13,6,10.0,7
grafo6066.36,1,2,3.0,1
grafo6584.61,21,25,24.0,19
grafo8447.82,110,88,92.0,94
grafo4610.82,50,64,42.0,43
grafo1501.58,12,16,9.0,10
grafo8186.90,88,86,78.0,73
grafo6054.45,26,27,24.0,18
grafo1582.30,1,1,2.0,1
grafo7314.43,8,10,9.0,6
grafo10340.33,0,0,0.0,0
grafo5961.33,7,3,3.0,5
grafo2621.14,0,0,0.0,0
grafo3904.57,12,9,8.0,9
grafo2500.12,3,3,4.0,3
grafo3729.37,1,0,0.0,1
grafo4885.71,67,69,73.0,49
grafo7035.37,29,21,27.0,18
grafo9730.84,73,81,81.0,59
grafo2176.21,0,0,0.0,0
grafo6478.38,11,12,12.0,8
grafo11282.35,9,8,8.0,4
grafo2165.22,0,0,0.0,0
grafo1413.45,4,3,3.0,1
grafo7014.47,27,29,24.0,19
grafo6354.41,27,36,27.0,24
grafo6710.73,30,20,27.0,25
grafo3554.37,0,0,1.0,0
grafo503.11,2,1,0.0,0
grafo10225.99,124,88,102.0,105
grafo8320.83,78,89,78.0,57
grafo9822.62,60,51,58.0,57
grafo2353.28,1,1,2.0,1
grafo8770.86,24,33,34.0,21
grafo9352.80,37,31,42.0,30
grafo1367.25,1,0,0.0,0
grafo3194.59,11,16,7.0,9
grafo8591.74,29,25,28.0,25
grafo4184.78,72,75,71.0,60
grafo2298.13,1,0,0.0,1
grafo3332.38,3,2,4.0,2
grafo7901.69,45,31,38.0,34
grafo1693.12,0,1,0.0,0
grafo4100.56,31,27,36.0,26
grafo3883.42,44,43,36.0,34
grafo10300.94,40,38,44.0,33
grafo7302.41,18,26,20.0,16
grafo1622.19,0,1,0.0,0
grafo8643.89,85,76,82.0,67
grafo5506.43,27,29,27.0,22
grafo3813.39,11,9,9.0,7
grafo8928.74,50,51,59.0,42
grafo10665.100,69,69,73.0,59
grafo964.13,2,1,5.0,2
grafo4660.63,58,57,65.0,45
grafo749.11,0,0,0.0,0
grafo2630.22,3,5,1.0,2
grafo4387.57,39,19,40.0,28
grafo3564.61,34,30,31.0,26
grafo11474.41,4,8,3.0,3
grafo1785.37,4,7,3.0,4
grafo9815.62,118,126,129.0,104
grafo4655.56,39,35,41.0,23
grafo4995.59,23,25,30.0,22
grafo2239.17,10,7,6.0,7
grafo5132.80,46,50,56.0,35
grafo1943.12,0,0,0.0,0
grafo11385.36,10,23,10.0,9
grafo5156.56,18,17,17.0,11
grafo941.29,1,3,0.0,1
grafo1496.52,17,15,13.0,11
grafo2918.16,3,4,3.0,3
grafo3322.37,5,5,5.0,4
grafo1150.16,4,1,1.0,3
grafo6779.77,38,36,38.0,29
grafo7082.53,15,7,13.0,9
grafo6161.47,40,30,36.0,26
grafo9787.82,114,107,105.0,98
grafo10291.93,107,106,98.0,76
grafo404.12,0,0,0.0,0
grafo8887.89,99,79,82.0,85
grafo2251.48,11,4,4.0,6
grafo6954.75,20,24,17.0,18
grafo1623.30,13,9,8.0,10
grafo6145.44,4,4,4.0,4
grafo4127.59,29,34,28.0,26
grafo10893.92,135,117,116.0,96
grafo2374.37,3,4,5.0,2
grafo5053.60,67,58,68.0,53
grafo9566.70,72,80,83.0,56
grafo2693.13,0,0,0.0,0
grafo8339.66,48,50,47.0,34
grafo6634.47,5,2,4.0,4
grafo1969.14,0,0,0.0,0
grafo5042.56,29,12,17.0,23
grafo6158.42,3,6,4.0,3
grafo9021.69,69,83,74.0,55
grafo5434.75,20,34,25.0,14
grafo8241.73,29,34,27.0,21
grafo931.13,1,1,1.0,0
grafo8922.92,82,89,81.0,64
grafo9500.83,79,73,89.0,62
grafo9054.99,81,81,74.0,65
grafo10257.100,40,38,40.0,34
grafo6325.42,6,7,7.0,6
grafo3867.59,40,38,32.0,32
grafo2114.21,4,2,2.0,3
grafo2557.37,4,2,3.0,2
grafo6799.36,4,5,5.0,3
grafo4276.75,32,29,30.0,25
grafo5392.37,10,15,12.0,7
grafo332.82,50,47,49.0,37
grafo10355.94,49,55,45.0,39
grafo10214.94,67,73,53.0,58
grafo10472.32,1,2,1.0,1
grafo7685.40,38,27,26.0,32
grafo5419.35,2,5,3.0,1
grafo6711.81,27,31,32.0,22
grafo11495.39,10,10,12.0,8
grafo884.17,1,3,2.0,1
grafo7707.44,37,27,39.0,30
grafo677.17,0,0,0.0,0
grafo2930.35,0,0,0.0,0
grafo7850.66,35,31,32.0,28
grafo1628.56,9,9,13.0,7
grafo9811.91,106,106,105.0,90
grafo738.12,2,2,2.0,2
grafo1755.20,1,2,1.0,0
grafo8987.65,104,120,103.0,83
grafo6414.84,26,25,26.0,20
grafo3170.52,29,24,33.0,20
grafo10694.96,119,112,121.0,103
grafo8159.60,65,44,62.0,45
grafo9568.65,55,56,53.0,44
grafo10346.97,126,123,131.0,100
grafo2813.25,0,0,0.0,0
grafo8054.85,84,68,92.0,66
grafo8725.86,93,66,88.0,73
grafo7954.69,74,91,101.0,60
grafo5304.33,44,29,25.0,28
grafo4505.53,26,14,19.0,21
grafo5286.37,7,7,9.0,5
grafo5894.39,20,19,19.0,18
grafo5541.69,22,20,23.0,18
grafo8337.73,26,23,23.0,22
grafo295.15,3,3,4.0,2
grafo3872.35,4,2,3.0,4
grafo10767.38,8,8,9.0,6
grafo1676.20,1,0,0.0,1
grafo10362.94,144,137,116.0,118
grafo836.10,0,0,0.0,0
grafo8069.73,47,31,35.0,36
grafo9329.65,43,47,49.0,35
grafo2884.18,11,3,6.0,9
grafo9517.63,15,16,14.0,9
grafo5529.36,3,3,3.0,2
grafo7507.67,36,31,26.0,30
grafo3053.42,0,0,3.0,0
grafo8468.85,41,32,41.0,32
grafo9495.67,61,64,59.0,51
grafo8256.83,48,40,51.0,39
grafo5158.43,33,37,30.0,23
grafo4188.58,13,17,16.0,10
grafo3938.43,13,13,12.0,13
grafo7171.44,40,35,43.0,28
grafo10563.41,5,8,5.0,4
grafo5281.61,49,43,43.0,39
grafo9964.34,0,0,0.0,0
grafo10032.38,12,9,9.0,7
grafo6564.42,12,12,15.0,9
grafo1130.23,19,14,15.0,15
grafo1488.48,6,11,10.0,6
grafo4218.55,17,16,18.0,12
grafo6677.37,1,1,1.0,1
grafo2095.29,6,7,5.0,4
grafo7613.54,33,37,38.0,24
grafo10793.95,90,92,96.0,73
grafo2058.28,1,1,1.0,1
grafo1641.30,0,0,0.0,0
grafo8615.85,60,48,54.0,49
grafo4355.75,33,49,29.0,24
grafo249.22,11,8,9.0,8
grafo1927.21,3,1,5.0,2
grafo6719.42,18,15,18.0,15
grafo7579.58,23,17,17.0,20
grafo5575.39,8,12,12.0,6
grafo10944.96,86,86,87.0,73
grafo9721.79,147,134,130.0,111
grafo6083.76,90,92,92.0,75
grafo10989.97,66,52,62.0,49
grafo5978.41,1,2,2.0,1
grafo9932.91,121,97,119.0,92
grafo6393.43,34,24,32.0,29
grafo10434.98,155,124,127.0,135
grafo628.14,1,0,1.0,0
grafo4690.61,23,17,21.0,19
grafo10728.34,5,4,5.0,4
grafo8230.70,110,121,94.0,90
grafo5498.34,3,3,2.0,3
grafo7362.38,5,3,5.0,4
grafo9960.32,4,4,5.0,3
grafo10777.100,89,74,78.0,65
grafo446.17,5,5,5.0,5
grafo1083.14,0,0,0.0,0
grafo2463.32,4,5,6.0,4
grafo4342.60,25,26,29.0,21
grafo3693.43,26,20,16.0,20
grafo2806.15,0,0,0.0,0
grafo1906.51,9,5,7.0,7
grafo187.15,0,0,0.0,0
grafo8769.86,48,47,41.0,40
grafo11376.38,10,10,13.0,9
grafo1868.34,4,3,2.0,3
grafo1293.28,2,2,3.0,1
grafo2387.29,3,1,1.0,3
grafo5259.40,28,21,22.0,22
grafo8115.60,9,12,8.0,7
grafo2499.23,0,2,0.0,0
grafo2508.24,1,2,0.0,1
grafo10481.95,59,60,47.0,49
grafo4863.61,37,36,37.0,25
grafo4351.63,27,21,19.0,22
grafo11172.41,12,16,11.0,11
grafo4679.63,44,57,50.0,37
grafo3076.34,3,2,2.0,1
grafo10953.93,51,37,49.0,42
grafo3889.41,11,10,14.0,10
grafo2017.24,3,5,3.0,3
grafo1910.21,3,9,5.0,3
grafo11391.96,64,59,63.0,51
grafo1654.10,3,3,2.0,0
grafo2719.21,2,2,2.0,2
grafo2258.47,8,16,8.0,7
grafo2220.17,5,4,4.0,5
grafo10492.96,231,222,213.0,177
grafo4725.75,71,62,72.0,51
grafo10011.31,1,1,2.0,1
grafo8864.98,134,142,135.0,112
grafo7254.44,59,47,48.0,44
grafo10606.94,79,98,98.0,61
grafo5652.40,11,9,10.0,8
grafo10245.92,165,149,138.0,131
grafo8983.63,70,57,63.0,54
grafo8213.69,47,45,45.0,37
grafo5560.45,16,20,15.0,13
grafo6324.37,4,3,5.0,3
grafo10596.99,157,115,125.0,121
grafo5728.60,58,47,47.0,48
grafo4142.53,27,28,31.0,23
grafo6554.48,34,45,35.0,25
grafo9430.65,25,13,17.0,17
grafo5025.79,75,82,67.0,62
grafo2134.24,2,6,2.0,1
grafo1740.10,2,2,2.0,2
grafo6313.37,3,1,2.0,2
grafo10847.93,34,28,38.0,26
grafo4942.54,32,41,32.0,27
grafo565.17,0,0,0.0,0
grafo7410.37,10,9,10.0,8
grafo689.10,0,0,0.0,0
grafo1499.32,18,21,23.0,14
grafo5657.33,8,7,10.0,5
grafo6609.54,15,11,20.0,11
grafo10595.95,97,94,95.0,75
grafo10652.100,136,122,133.0,105
grafo439.11,0,0,0.0,0
grafo2136.11,2,2,2.0,1
grafo1979.47,25,28,22.0,20
grafo6332.47,20,22,18.0,13
grafo2540.22,2,1,0.0,1
grafo8442.76,79,85,73.0,63
grafo5114.53,16,16,19.0,14
grafo6321.54,33,23,22.0,27
grafo11588.36,12,7,9.0,9
grafo1409.49,6,5,10.0,5
grafo7233.37,7,8,6.0,6
grafo10584.100,64,48,63.0,47
grafo9949.91,98,75,84.0,82
grafo5355.35,1,2,2.0,1
grafo9118.65,17,8,11.0,14
grafo8466.75,58,54,48.0,40
grafo8716.80,39,39,36.0,30
grafo10494.40,14,11,14.0,12
grafo9059.65,33,33,37.0,28
grafo9486.81,101,95,99.0,75
grafo6260.44,19,12,20.0,12
grafo6141.42,21,15,21.0,19
grafo7462.38,7,10,6.0,6
grafo7642.42,19,16,18.0,14
grafo9902.32,1,1,1.0,1
grafo928.13,1,1,1.0,0
grafo3452.41,16,16,10.0,10
grafo3023.34,3,2,2.0,2
grafo6152.41,10,8,12.0,10
grafo2600.38,8,7,6.0,5
grafo4190.61,70,60,61.0,51
grafo355.14,0,0,0.0,0
grafo10572.92,129,125,121.0,106
grafo3030.27,5,5,4.0,4
grafo8576.86,76,59,76.0,61
grafo8806.98,57,56,58.0,42
grafo9466.69,34,31,27.0,29
grafo3007.27,0,0,0.0,0
grafo5228.43,14,16,12.0,9
grafo3746.62,24,27,24.0,20
grafo3985.34,1,2,1.0,1
grafo9224.65,94,91,93.0,73
grafo10513.37,10,8,10.0,6
grafo10210.92,53,54,58.0,43
grafo11441.38,5,4,6.0,4
grafo4306.56,1,3,2.0,1
grafo7117.42,15,14,15.0,12
grafo11491.96,86,90,87.0,65
grafo9391.61,35,30,18.0,31
grafo7897.74,27,24,20.0,22
grafo7729.44,5,3,4.0,4
grafo6654.87,77,69,86.0,58
grafo6278.98,83,85,75.0,64
grafo4295.64,20,19,23.0,17
grafo5242.39,13,8,16.0,10
grafo8261.66,27,24,20.0,20
grafo963.19,1,1,1.0,1
grafo1492.54,14,15,14.0,12
grafo4010.40,15,11,15.0,14
grafo7104.41,13,13,16.0,11
grafo7547.47,9,8,12.0,8
grafo6607.51,9,8,7.0,7
grafo3476.42,13,15,15.0,12
grafo2328.28,5,5,4.0,2
grafo1947.14,1,1,1.0,1
grafo4003.53,27,29,29.0,23
grafo9562.66,62,51,50.0,45
grafo2520.17,5,6,5.0,3
grafo3646.37,14,19,17.0,9
grafo1938.12,1,0,0.0,0
grafo6855.45,12,8,10.0,9
grafo1525.65,38,25,34.0,33
grafo2783.15,1,1,1.0,1
grafo3789.56,38,31,37.0,31
grafo10588.93,73,75,76.0,63
grafo4378.79,42,47,45.0,32
grafo7576.38,5,5,6.0,5
grafo7801.70,32,28,27.0,23
grafo3359.37,39,45,29.0,35
grafo6046.41,27,29,34.0,23
