graph_id,n_nodes,n_edges,neato_xing,diff_gd_xing,rl_xing
3275,43,60,23,12,7
3276,49,65,25,18,17
3277,42,56,11,7,6
3278,41,56,28,10,9
3279,45,62,40,27,24
3280,39,58,15,6,6
3281,34,50,25,13,11
3282,36,40,0,0,0
3283,47,61,19,7,6
3284,54,82,68,39,33
3285,42,60,40,21,18
3286,59,83,50,24,20
3287,40,52,16,7,5
3288,37,50,17,8,6
3289,53,76,45,25,22
3290,53,74,29,18,15
3291,35,42,1,1,1
3292,56,84,58,31,31
3293,36,46,5,2,2
3294,43,59,19,11,10
3295,43,53,12,3,3
3296,40,48,3,1,1
3297,53,74,35,17,15
3298,58,76,21,17,17
3299,53,70,25,18,17
3301,53,83,60,39,36
3302,35,42,5,1,0
3303,46,64,30,13,12
3304,36,47,17,9,6
3305,47,60,8,5,5
3306,41,53,12,8,6
3307,55,72,35,26,23
3308,97,110,19,8,4
3309,59,84,33,16,14
3310,46,68,48,32,27
3311,36,47,18,8,7
3312,39,49,18,3,3
3313,42,58,25,13,11
3314,39,51,17,8,7
3315,96,129,96,60,50
3316,34,39,2,0,0
3317,36,46,8,7,7
3318,55,75,23,17,15
3319,39,54,26,14,12
3320,37,45,3,1,0
3321,38,53,21,12,12
3322,37,46,5,2,2
3323,56,64,6,4,4
3324,44,52,10,4,3
3325,42,52,9,5,5
3326,42,60,36,18,15
3327,48,73,43,24,20
3328,56,76,32,22,20
3329,39,50,12,6,6
3330,39,60,32,22,21
3331,44,62,21,12,9
3332,38,43,3,2,1
3333,51,71,26,13,12
3334,48,67,25,17,15
3335,40,53,14,11,11
3336,36,44,11,6,5
3337,40,53,9,4,4
3338,56,71,17,8,5
3339,42,53,10,8,8
3340,41,54,13,11,10
3341,37,50,20,12,7
3342,61,90,77,45,39
3343,58,70,8,4,4
3344,42,52,21,11,8
3345,63,84,35,27,26
3346,55,74,25,15,12
3347,35,48,25,9,7
3348,43,58,22,11,10
3349,47,51,0,0,0
3350,50,65,24,12,11
3351,38,46,5,2,2
3352,55,69,10,6,6
3353,40,46,5,4,2
3354,63,83,33,18,14
3355,55,67,13,6,6
3356,33,40,5,2,2
3357,53,73,32,22,21
3358,36,42,4,3,3
3359,37,58,39,24,20
3360,43,56,17,9,8
3361,44,52,9,6,6
3362,51,63,19,8,7
3363,37,47,10,7,6
3364,52,77,52,25,22
3365,43,72,75,38,38
3366,52,65,15,6,4
3367,40,50,6,2,2
3368,39,56,20,13,12
3369,41,56,24,14,9
3370,43,57,25,8,7
3371,55,60,5,2,1
3372,46,69,44,24,19
3373,48,74,53,32,30
3374,38,48,3,2,2
3375,39,59,29,18,17
3376,61,86,53,44,32
3377,36,45,13,3,3
3378,35,48,15,6,5
3379,36,44,8,2,2
3380,46,56,10,5,5
3381,40,53,12,9,7
3382,99,129,88,54,43
3383,38,62,53,29,23
3384,52,81,75,42,39
3385,54,64,9,7,6
3386,57,86,62,41,36
3387,40,53,17,10,10
3388,41,56,14,7,7
3389,46,65,23,12,10
3390,58,83,62,35,31
3391,39,61,24,15,15
3392,43,52,2,0,0
3393,42,53,10,6,6
3394,39,53,16,8,7
3395,37,51,10,7,7
3396,61,95,94,57,48
3397,49,53,1,1,1
3398,59,87,43,25,21
3399,61,78,21,14,14
3400,93,124,85,47,46
3401,41,53,23,11,11
3402,42,62,22,18,15
3403,37,42,2,0,0
3404,43,53,8,3,3
3405,57,78,25,19,19
3406,37,49,9,5,4
3407,34,43,4,2,2
3408,62,73,16,11,9
3409,57,85,60,36,34
3410,48,62,11,5,5
3411,52,68,16,7,7
3412,46,65,15,9,8
3413,36,53,26,11,10
3414,36,39,0,0,0
3415,49,65,18,14,11
3416,38,50,8,4,3
3417,38,46,5,1,1
3418,49,63,10,5,5
3419,44,51,1,1,1
3420,41,51,15,8,6
3421,38,52,19,8,7
3422,59,96,88,56,53
3423,54,69,11,8,8
3424,46,56,13,6,6
3425,41,52,6,4,3
3426,53,62,10,6,6
3427,56,81,53,30,24
3428,57,80,43,27,26
3429,43,65,25,14,14
3430,39,53,19,9,8
3431,58,83,56,25,22
3432,44,55,11,8,8
3433,37,42,6,3,3
3434,45,60,16,5,5
3435,99,135,114,69,60
3436,57,76,30,19,18
3437,38,45,8,3,3
3438,36,52,6,4,3
3439,42,57,19,13,11
3440,55,67,24,15,14
3441,53,61,14,5,4
3442,52,73,25,15,13
3443,51,73,36,24,22
3444,41,53,17,10,8
3445,37,46,8,3,3
3446,46,62,13,10,8
3447,35,42,3,0,0
3448,58,85,66,36,35
3449,44,61,22,12,9
3450,43,52,3,1,1
3451,43,51,7,6,3
3452,41,54,16,7,7
3453,56,72,28,11,9
3454,39,50,13,6,4
3455,52,65,17,12,11
3456,40,48,5,4,3
3457,38,43,3,1,1
3458,53,65,15,8,8
3459,43,66,53,29,29
3460,54,82,55,29,28
3461,37,59,53,30,27
3462,42,52,7,5,5
3463,58,77,44,25,24
3464,93,124,92,43,34
3465,60,80,44,26,23
3466,56,79,33,20,18
3467,53,60,3,3,3
3468,44,53,9,5,4
3469,47,57,3,2,2
3470,41,51,7,3,3
3471,40,51,19,8,5
3472,92,120,70,38,35
3473,57,73,20,15,11
3474,39,51,16,9,6
3475,53,70,21,12,11
3476,42,60,13,8,8
3477,57,88,93,50,44
3478,45,53,4,3,3
3479,56,73,25,21,17
3480,35,35,1,1,1
3481,97,117,20,13,9
3482,98,134,99,73,60
3483,35,41,2,2,2
3484,51,68,22,12,12
3485,38,46,16,6,6
3486,53,68,11,8,6
3487,55,74,18,11,11
3488,36,45,12,2,2
3489,63,85,48,26,22
3490,52,67,16,12,11
3491,43,61,17,10,9
3492,51,69,30,24,22
3493,46,58,11,7,6
3494,39,56,28,13,12
3495,42,53,16,8,8
3496,54,83,50,39,39
3497,37,41,3,1,1
3498,41,53,10,4,3
3499,35,47,19,3,3
3500,64,92,87,49,38
3501,44,63,20,16,14
3502,58,77,21,16,15
3503,57,75,22,11,9
3504,35,47,14,5,5
3505,43,56,18,9,9
3506,34,37,1,0,0
3507,51,71,35,27,26
3508,42,59,16,9,9
3509,45,66,32,17,16
3510,96,123,61,37,31
3511,54,73,16,11,11
3512,33,39,2,0,0
3513,43,48,7,2,2
3514,35,43,8,5,5
3515,43,55,19,9,7
3516,44,60,37,18,17
3517,55,66,12,7,6
3518,36,49,13,8,8
3519,40,56,18,11,10
3520,40,48,7,5,4
3521,40,48,9,5,5
3522,37,42,4,2,1
3523,59,85,53,33,23
3524,38,43,2,2,2
3525,40,52,12,7,7
3526,49,71,35,23,22
3527,41,54,19,7,7
3528,45,53,8,3,3
3529,42,54,16,7,7
3530,33,38,3,2,2
3531,54,81,50,28,27
3532,99,154,270,143,132
3533,37,57,47,10,9
3534,41,49,6,4,4
3535,56,68,12,8,7
3536,60,73,20,12,12
3537,40,61,53,29,22
3538,40,46,7,3,3
3539,40,57,29,12,12
3540,38,57,25,14,14
3541,55,87,71,51,46
3542,40,53,9,7,7
3543,72,103,58,42,42
3544,42,60,24,17,14
3545,58,83,56,36,31
3546,36,49,14,9,8
3547,37,38,0,0,0
3548,42,50,4,3,3
3549,40,57,31,19,16
3550,53,61,6,2,2
3551,39,54,20,11,11
3552,44,51,8,4,4
3553,46,71,45,28,28
3554,37,41,0,0,0
3555,40,49,7,4,4
3556,61,75,27,15,13
3557,64,85,36,20,17
3558,39,62,48,28,25
3559,48,69,37,27,26
3560,36,45,9,6,6
3561,48,68,36,10,10
3562,40,53,33,7,7
3563,36,46,15,2,2
3564,61,79,34,19,18
3565,42,52,7,6,4
3566,36,44,5,3,3
3567,52,68,26,19,18
3568,55,87,68,52,48
3569,56,75,41,17,13
3570,55,66,8,6,5
3571,42,56,14,10,10
3572,53,76,52,34,30
3573,43,58,15,11,11
3574,36,45,13,2,2
3575,41,52,13,6,6
3576,37,49,15,9,9
3577,40,50,8,4,2
3578,58,79,46,32,30
3579,52,67,21,8,7
3580,44,64,33,15,13
3581,61,81,35,20,18
3582,41,51,12,8,7
3583,47,61,15,9,7
3584,56,80,68,37,36
3585,39,46,6,0,0
3586,36,41,1,1,1
3587,36,48,6,3,3
3588,36,40,6,2,2
3589,56,68,11,7,6
3590,53,78,69,33,30
3591,57,72,17,12,12
3592,44,56,18,8,7
3593,44,59,20,10,3
3594,42,56,22,7,7
3595,39,56,20,11,10
3596,37,46,9,4,4
3597,49,64,19,12,12
3598,55,73,20,10,10
3599,56,80,40,29,26
3600,43,61,33,15,14
3601,44,53,6,3,3
3602,44,53,6,3,2
3603,44,66,35,24,23
3604,37,48,6,3,3
3605,35,40,1,0,0
3606,46,54,4,2,2
3607,56,91,116,50,38
3608,42,53,6,2,2
3609,42,55,16,5,4
3610,57,80,51,37,33
3611,53,67,9,3,3
3612,37,57,33,19,15
3613,41,54,20,10,9
3614,54,75,44,28,26
3615,44,56,9,5,5
3616,51,73,55,27,25
3617,39,48,3,1,1
3618,38,55,15,10,10
3619,33,45,16,5,4
3620,38,47,7,2,2
3621,40,50,10,3,3
3622,36,41,3,3,2
3623,39,47,9,1,1
3624,44,54,5,2,2
3625,55,68,26,12,11
3626,49,61,14,12,12
3627,37,37,0,0,0
3628,52,71,34,22,21
3629,42,55,11,4,4
3630,54,69,21,9,9
3631,35,41,3,1,1
3632,56,88,92,51,49
3633,38,63,38,18,14
3634,40,47,5,2,2
3635,54,70,26,16,14
3636,46,62,24,8,8
3637,38,48,12,4,4
3638,57,74,25,17,17
3639,42,50,8,2,2
3640,41,53,7,5,5
3641,52,71,48,23,23
3642,63,92,89,45,38
3643,36,43,7,2,2
3644,44,54,2,2,2
3645,35,52,28,16,14
3646,37,50,14,8,7
3647,41,58,25,10,8
3648,53,63,16,10,9
3649,38,54,16,11,11
3650,41,54,14,6,5
3651,58,74,19,8,7
3652,42,61,34,23,17
3653,60,86,62,33,31
3654,43,58,14,8,6
3655,39,52,11,7,5
3656,58,75,20,10,10
3657,42,56,11,10,10
3658,56,78,36,25,20
3659,44,55,14,10,8
3660,45,60,31,9,8
3661,46,56,5,4,4
3662,46,52,3,3,3
3663,36,41,4,3,3
3664,37,46,11,5,5
3665,54,77,40,24,23
3666,53,93,114,74,69
3667,44,54,8,4,3
3668,59,77,20,12,10
3669,43,52,15,2,2
3670,41,57,18,11,9
3671,38,47,4,2,2
3672,59,78,37,18,14
3673,40,59,28,16,14
3674,59,90,66,42,31
3675,42,51,13,3,3
3676,38,43,6,4,4
3677,51,71,31,22,20
3678,34,42,5,2,1
3679,39,43,3,1,1
3680,99,147,175,122,101
3681,38,48,6,3,3
3682,49,74,41,25,21
3683,41,59,36,14,14
3684,50,66,28,15,13
3685,50,72,57,26,25
3686,31,36,5,2,1
3687,41,53,16,6,6
3688,54,71,34,14,12
3689,49,65,23,17,17
3690,38,50,20,9,8
3691,41,53,15,8,7
3692,41,59,31,16,14
3693,43,58,26,13,11
3694,41,59,32,19,18
3695,39,47,5,3,3
3696,38,50,13,7,6
3697,49,68,32,15,13
3698,56,87,49,33,28
3699,99,133,108,70,56
3700,38,44,4,2,2
3701,41,58,17,11,11
3702,57,70,18,6,5
3703,45,67,30,16,14
3704,52,71,22,14,12
3705,44,57,9,3,2
3706,64,94,93,59,50
3707,43,54,14,5,4
3708,38,54,27,15,14
3709,61,85,50,30,26
3710,43,52,10,5,4
3711,40,53,11,7,6
3712,95,144,159,107,95
3713,55,84,56,34,30
3714,52,76,43,27,27
3715,35,40,1,0,0
3716,37,53,16,11,9
3717,51,72,35,24,21
3718,43,59,23,10,10
3719,40,50,11,6,6
3720,35,47,12,5,3
3721,37,57,36,30,25
3722,40,58,12,9,7
3723,53,73,34,25,23
3724,43,54,7,4,3
3725,37,44,9,3,2
3726,51,70,28,22,20
3727,39,53,12,7,6
3728,37,47,14,5,5
3729,37,45,1,0,0
3730,47,63,25,13,10
3731,47,69,40,19,17
3732,58,75,33,21,17
3733,62,91,81,51,42
3734,36,46,4,1,1
3735,39,53,17,7,7
3736,39,52,16,10,10
3737,54,77,41,26,23
3738,42,47,0,0,0
3739,56,67,2,1,1
3740,55,71,28,17,16
3741,95,120,61,41,32
3742,36,45,9,1,1
3743,35,47,9,6,4
3744,50,72,37,22,18
3745,41,54,18,8,5
3746,62,80,24,16,14
3747,37,52,9,5,5
3748,54,73,32,11,10
3749,42,52,4,4,4
3750,53,66,15,10,8
3751,40,54,9,3,3
3752,38,46,7,1,1
3753,40,53,16,10,10
3754,40,45,1,0,0
3755,52,72,27,19,16
3756,90,127,105,55,51
3757,39,62,40,28,26
3758,38,56,23,17,14
3759,53,72,35,24,17
3760,56,69,11,7,7
3761,45,57,12,5,5
3762,39,52,15,11,10
3763,53,72,25,14,12
3764,45,59,25,14,11
3765,38,46,7,5,5
3766,38,47,5,3,3
3767,36,44,7,5,5
3768,42,53,4,3,3
3769,48,63,21,12,10
3770,42,51,10,1,1
3771,40,53,19,9,6
3772,56,83,48,28,28
3773,40,54,12,11,11
3774,41,47,3,1,1
3775,45,54,14,9,7
3776,53,77,38,25,21
3777,40,54,14,5,3
3778,37,43,7,5,3
3779,52,67,19,12,10
3780,50,63,16,7,7
3781,41,58,25,12,11
3782,34,43,5,5,4
3783,46,58,13,5,5
3784,36,46,7,6,5
3785,54,70,31,15,15
3786,41,50,7,2,2
3787,61,73,12,8,6
3788,38,45,9,4,3
3789,56,79,38,22,22
3790,51,74,40,27,25
3791,57,78,39,23,23
3792,39,49,9,4,3
3793,39,53,10,6,6
3794,41,52,11,7,6
3795,56,62,8,4,4
3796,44,62,23,16,13
3797,55,79,46,30,29
3798,41,50,9,6,4
3799,44,66,36,24,23
3800,42,51,10,4,4
3801,43,52,8,5,4
3802,41,57,24,14,13
3803,40,56,18,13,13
3804,40,49,11,5,3
3805,37,49,14,5,5
3806,47,52,3,0,0
3807,38,46,6,4,4
3808,97,129,83,58,55
3809,43,48,6,2,2
3810,52,64,18,9,7
3811,54,77,39,22,22
3812,44,63,38,22,19
3813,39,50,11,4,4
3814,39,46,10,4,2
3815,55,76,35,22,21
3816,42,61,36,20,19
3817,58,87,61,41,39
3818,57,77,47,23,17
3819,52,67,28,12,11
3820,42,52,9,3,1
3821,55,87,58,41,37
3822,94,123,68,42,39
3823,37,46,6,5,5
3824,43,59,20,11,10
3825,49,66,29,8,6
3826,51,63,24,10,9
3827,42,55,20,10,8
3828,38,40,0,0,0
3829,43,61,10,7,5
3830,39,50,8,4,4
3831,44,52,10,5,5
3832,52,71,30,20,18
3833,55,68,11,9,9
3834,55,80,30,14,13
3835,39,50,12,7,6
3836,53,92,98,55,45
3837,37,52,25,11,5
3838,45,56,13,7,6
3839,44,53,7,3,3
3840,45,59,17,11,9
3841,57,77,39,26,21
3842,34,40,2,0,0
3843,44,61,18,12,11
3844,52,78,55,23,23
3845,54,75,43,16,16
3846,47,65,20,9,9
3847,35,38,1,1,1
3848,38,48,9,7,7
3849,39,50,11,7,4
3850,54,68,9,8,7
3851,57,77,34,22,20
3852,52,68,27,16,14
3853,61,79,30,20,17
3854,46,65,25,16,14
3855,60,78,32,19,17
3856,38,56,24,12,11
3857,39,51,15,7,7
3858,54,68,16,8,8
3859,39,53,16,8,8
3860,42,47,2,1,1
3861,99,140,122,60,53
3862,36,41,5,3,2
3863,37,43,7,2,2
3864,35,42,8,3,3
3865,42,56,16,12,9
3866,35,43,10,5,5
3867,59,80,40,22,18
3868,45,51,4,2,2
3869,58,73,10,7,6
3870,38,54,23,13,13
3871,88,126,91,62,56
3872,35,42,4,2,2
3873,41,51,16,8,7
3874,40,46,5,2,2
3875,43,49,1,0,0
3876,94,123,77,36,28
3877,33,51,37,10,9
3878,45,55,7,4,3
3879,96,130,92,51,45
3880,32,41,7,4,2
3881,39,61,40,22,21
3882,41,52,13,3,2
3883,42,65,44,23,18
3884,39,56,20,11,9
3885,40,51,8,7,5
3886,40,52,13,9,9
3887,38,52,11,8,6
3888,38,53,30,16,15
3889,41,55,11,8,8
3890,107,135,70,45,41
3891,39,49,14,10,10
3892,35,41,13,2,2
3893,40,44,4,1,1
3894,45,57,17,7,7
3895,42,55,20,8,8
3896,38,50,9,4,4
3897,38,48,9,2,2
3898,99,136,118,76,68
3899,38,54,18,11,11
3900,43,60,24,17,16
3901,32,38,4,2,2
3902,39,53,20,9,9
3903,59,83,36,21,21
3904,57,67,12,4,3
3905,36,45,8,4,3
3906,49,61,10,5,1
3907,33,42,12,4,3
3908,41,57,33,13,11
3909,92,124,66,43,38
3910,41,49,9,5,5
3911,34,44,8,4,3
3912,54,68,19,9,8
3913,43,65,38,23,22
3914,42,53,13,7,6
3915,38,44,4,3,3
3916,40,51,21,6,5
3917,38,58,32,17,15
3918,42,56,18,11,7
3919,38,53,17,10,9
3920,39,47,9,3,2
3921,34,46,16,8,8
3922,39,50,16,7,7
3923,35,45,13,6,5
3924,44,53,4,3,3
3925,65,91,57,30,26
3926,54,69,21,14,11
3927,45,55,14,6,5
3928,44,52,6,4,3
3929,62,76,16,9,7
3930,37,43,1,0,0
3931,37,47,12,8,8
3932,38,48,6,5,4
3933,43,57,19,9,8
3934,44,57,18,11,10
3935,64,85,52,20,16
3936,39,58,28,13,11
3937,58,70,8,4,4
3938,43,53,13,8,5
3939,39,50,12,4,3
3940,41,59,33,17,12
3941,40,48,10,3,3
3942,40,50,16,7,7
3943,51,70,23,14,13
3944,39,54,15,9,7
3945,59,73,16,10,10
3946,37,47,2,2,2
3947,43,63,21,10,9
3948,47,66,27,20,17
3949,53,74,40,20,19
3950,55,74,31,20,18
3951,39,58,41,20,19
3952,33,39,8,7,6
3953,36,48,5,1,1
3954,37,51,15,8,8
3955,55,72,38,15,13
3956,38,54,25,13,12
3957,57,80,39,21,18
3958,51,62,19,9,6
3959,42,50,6,3,2
3960,36,41,3,0,0
3961,70,96,40,26,23
3962,39,50,11,3,3
3963,47,57,9,7,5
3964,38,48,12,5,5
3965,57,70,11,9,7
3966,38,42,1,1,1
3967,59,87,78,37,31
3968,38,45,6,3,3
3969,54,70,20,11,11
3970,56,77,38,28,24
3971,44,48,3,3,3
3972,43,59,19,13,11
3973,53,69,21,11,9
3974,37,52,35,12,10
3975,38,52,21,12,11
3976,38,53,17,10,10
3977,37,45,11,4,4
3978,47,54,9,3,2
3979,98,136,109,64,60
3980,54,70,24,16,13
3981,43,53,10,4,3
3982,53,88,90,49,46
3983,97,125,51,27,19
3984,39,49,11,10,10
3985,34,39,1,1,1
3986,40,57,23,17,16
3987,40,56,21,14,9
3988,43,57,15,7,6
3989,43,56,15,6,6
3990,39,46,2,1,0
3991,57,81,49,26,22
3992,44,61,25,15,14
3993,52,82,64,39,34
3994,39,52,14,6,3
3995,97,145,172,94,83
3996,35,47,16,11,11
3997,40,56,12,6,6
3998,48,56,5,3,3
3999,42,61,34,16,16
4000,35,41,3,2,2
4001,41,51,13,5,4
4002,55,82,51,35,34
4003,53,72,27,15,15
4004,41,48,5,4,4
4005,39,52,16,6,6
4006,54,64,7,4,4
4007,37,47,8,5,5
4008,62,79,21,18,16
4009,43,55,15,7,3
4010,40,52,15,4,4
4011,48,62,23,9,8
4012,49,65,25,19,17
4013,38,49,12,7,4
4014,43,60,18,7,7
4015,47,66,21,17,14
4016,54,65,12,6,6
4017,44,60,23,13,13
4018,48,60,12,3,3
4019,40,46,1,0,0
4020,40,50,7,4,4
4021,40,51,13,8,5
4022,44,63,28,12,12
4023,43,62,26,18,15
4024,42,55,12,6,5
4025,52,74,44,24,21
4026,43,55,9,4,2
4027,45,54,8,2,2
4028,39,44,3,0,0
4029,34,40,4,1,1
4030,52,65,13,9,7
4031,41,62,33,22,21
4032,42,51,7,3,3
4033,42,64,39,18,14
4034,40,47,7,4,4
4035,40,54,14,9,7
4036,45,52,2,1,1
4037,35,40,4,0,0
4038,40,53,22,14,12
4039,60,90,86,45,43
4040,30,36,2,1,1
4041,57,66,13,6,5
4042,43,47,1,0,0
4043,37,47,11,6,5
4044,52,71,23,14,11
4045,42,56,13,12,10
4046,49,67,29,16,14
4047,41,48,6,3,3
4048,38,46,8,4,3
4049,37,51,32,12,10
4050,35,43,6,4,1
4051,37,54,24,7,5
4052,41,56,27,15,11
4053,43,58,18,10,9
4054,40,53,6,5,5
4055,43,61,24,17,16
4056,37,50,15,10,8
4057,43,46,2,1,1
4058,37,42,1,0,0
4059,48,64,10,4,3
4060,39,50,11,6,5
4061,39,47,7,4,4
4062,56,87,54,32,28
4063,45,69,56,35,30
4064,59,70,8,5,4
4065,39,47,6,3,3
4066,39,53,21,14,11
4067,44,54,10,9,8
4068,38,49,10,6,6
4069,50,64,18,12,11
4070,36,43,5,2,2
4071,43,60,33,17,16
4072,44,51,4,3,3
4073,40,42,3,0,0
4074,42,54,10,5,5
4075,52,66,18,10,10
4076,48,61,16,7,7
4077,40,51,8,4,3
4078,49,69,32,11,10
4079,53,62,12,6,6
4080,37,57,40,21,19
4081,40,46,6,3,3
4082,60,81,45,22,20
4083,57,78,33,22,20
4084,41,56,20,6,5
4085,35,51,33,16,15
4086,46,55,7,4,4
4087,65,94,56,39,36
4088,45,56,15,8,5
4089,57,80,34,17,17
4090,43,62,20,15,14
4091,99,136,139,74,66
4092,38,49,16,8,6
4093,39,56,12,8,8
4094,40,51,13,7,4
4095,56,79,29,20,18
4096,42,65,40,22,19
4097,39,55,16,10,10
4098,39,45,3,1,1
4099,39,39,0,0,0
4100,56,75,31,20,19
4101,91,123,89,62,57
4102,42,62,39,17,15
4103,52,65,10,5,5
4104,39,55,30,19,14
4105,40,43,3,0,0
4106,62,79,16,10,10
4107,37,49,16,9,9
4108,41,52,18,7,6
4109,51,75,45,33,32
4110,38,52,14,6,5
4111,35,50,16,11,9
4112,34,40,6,0,0
4113,59,84,42,30,28
4114,58,81,37,17,15
4115,57,80,35,24,23
4116,60,88,66,36,34
4117,56,73,23,16,14
4118,66,79,19,4,3
4119,80,114,79,53,45
4120,76,99,41,28,23
4121,65,81,27,20,19
4122,55,80,59,23,21
4123,77,108,58,38,35
4124,59,82,45,24,22
4125,55,74,20,16,14
4126,72,89,29,14,11
4127,59,79,29,14,11
4128,61,88,46,25,22
4129,78,108,63,41,38
4130,57,79,30,15,14
4131,78,108,57,33,31
4132,54,66,9,6,2
4133,58,89,82,38,35
4134,57,84,47,27,19
4135,68,96,74,45,44
4136,63,98,66,40,38
4137,82,117,90,69,61
4138,60,83,39,20,19
4139,64,85,24,19,17
4140,54,67,18,6,6
4141,64,79,20,10,10
4142,53,74,27,17,16
4143,60,72,10,6,5
4144,83,110,60,34,29
4145,57,72,11,3,3
4146,50,61,9,7,6
4147,81,107,84,36,31
4148,78,105,80,38,27
4149,60,80,17,9,6
4150,64,93,58,38,37
4151,58,75,12,6,4
4152,70,90,16,12,10
4153,67,94,42,27,26
4154,51,65,18,9,7
4155,63,73,8,8,6
4156,75,102,46,24,22
4157,67,87,32,19,18
4158,77,113,78,50,46
4159,50,66,15,7,5
4160,51,70,23,16,12
4161,55,73,35,11,10
4162,63,81,26,16,14
4163,70,96,54,28,24
4164,51,65,15,8,7
4165,61,82,23,15,15
4166,53,66,14,9,8
4167,53,69,22,10,8
4168,76,101,53,34,27
4169,83,113,61,41,33
4170,58,72,19,8,8
4171,57,80,34,18,17
4172,58,71,3,0,0
4173,61,96,90,52,47
4174,76,98,44,24,23
4175,56,73,31,20,20
4176,81,102,54,26,17
4177,57,76,30,12,10
4178,74,99,31,19,19
4179,79,100,40,25,22
4180,57,82,45,28,24
4181,61,78,17,9,9
4182,64,91,42,21,20
4183,60,77,21,15,13
4184,78,109,72,48,44
4185,54,71,20,14,11
4186,57,72,20,9,5
4187,75,101,36,17,15
4188,58,76,13,9,8
4189,62,92,74,38,34
4190,61,90,70,40,31
4191,61,78,35,15,13
4192,70,96,66,38,34
4193,74,103,64,42,39
4194,63,82,28,13,11
4195,55,69,10,6,4
4196,78,106,61,42,37
4197,71,97,53,36,28
4198,59,75,25,13,13
4199,64,86,39,29,23
4200,78,103,57,31,28
4201,74,94,32,15,12
4202,83,116,71,39,35
4203,75,105,65,51,43
4204,74,99,40,16,13
4205,52,65,10,6,6
4206,58,83,40,25,23
4207,64,88,26,21,18
4208,67,92,32,22,21
4209,61,79,19,4,4
4210,53,70,28,12,10
4211,53,72,16,13,10
4212,55,69,13,9,8
4213,71,94,37,19,18
4214,58,82,42,24,21
4215,62,85,30,25,23
4216,53,79,30,20,18
4217,54,75,35,18,16
4218,55,67,17,11,10
4219,64,75,11,6,6
4220,78,98,42,19,15
4221,55,69,10,4,4
4222,48,62,1,1,1
4223,59,85,38,27,24
4224,66,95,91,31,28
4225,78,106,71,43,32
4226,76,96,29,14,10
4227,60,74,13,7,6
4228,58,81,27,19,17
4229,60,79,23,13,9
4230,52,73,34,17,14
4231,62,83,55,26,26
4232,54,60,7,5,4
4233,75,105,59,51,48
4234,78,107,52,32,28
4235,57,88,62,37,27
4236,72,103,57,38,36
4237,62,88,50,20,14
4238,64,85,41,26,25
4239,61,76,16,11,11
4240,61,82,37,23,17
4241,63,89,34,26,24
4242,51,70,17,11,11
4243,78,102,61,33,27
4244,61,89,46,26,25
4245,62,84,18,11,11
4246,62,88,58,26,23
4247,82,115,84,43,32
4248,62,81,31,12,11
4249,63,85,30,24,21
4250,65,79,13,4,4
4251,61,90,53,30,27
4252,59,83,32,23,22
4253,75,100,53,26,25
4254,77,110,54,39,35
4255,53,68,8,5,4
4256,56,75,17,8,8
4257,81,107,54,37,34
4258,58,76,24,21,19
4259,64,87,46,29,26
4260,77,100,36,21,18
4261,61,90,55,23,22
4262,77,106,64,40,35
4263,63,77,14,10,10
4264,78,111,118,70,66
4265,54,70,15,8,8
4266,56,85,62,38,35
4267,52,71,35,17,12
4268,52,65,9,5,5
4269,61,93,78,49,43
4270,69,81,12,8,7
4271,73,91,23,19,18
4272,76,98,30,20,19
4273,73,90,13,12,12
4274,75,101,49,35,32
4275,56,76,28,18,17
4276,75,96,32,16,16
4277,59,79,16,10,9
4278,55,65,10,7,6
4279,57,71,21,12,9
4280,58,75,27,18,17
4281,59,76,17,11,10
4282,77,110,75,32,29
4283,56,74,41,15,13
4284,72,100,58,28,27
4285,58,72,14,7,7
4286,74,111,104,64,59
4287,76,101,48,34,29
4288,64,81,27,12,12
4289,79,105,45,27,22
4290,66,84,30,20,20
4291,59,78,27,19,15
4292,75,103,51,30,25
4293,62,77,14,10,9
4294,85,107,31,18,13
4295,64,83,20,11,11
4296,55,68,18,10,10
4297,79,117,136,75,65
4298,73,91,26,19,12
4299,55,79,60,33,31
4300,60,82,34,22,21
4301,63,87,58,33,29
4302,60,78,32,18,17
4303,74,94,38,22,19
4304,56,65,5,5,5
4305,80,104,50,29,29
4306,56,63,1,1,1
4307,64,79,19,12,10
4308,61,80,35,19,14
4309,54,88,89,42,39
4310,74,109,97,57,52
4311,79,118,89,62,57
4312,62,74,20,6,6
4313,61,89,49,42,36
4314,67,102,84,50,44
4315,59,80,34,21,19
4316,77,99,37,23,20
4317,77,102,51,29,24
4318,55,81,40,31,30
4319,61,85,39,28,28
4320,67,85,43,26,25
4321,81,100,31,23,21
4322,56,78,31,16,14
4323,78,100,20,14,13
4324,78,105,46,24,20
4325,55,72,26,16,14
4326,73,97,45,28,24
4327,65,77,22,5,5
4328,51,66,18,9,9
4329,54,68,14,7,4
4330,58,72,14,6,6
4331,61,78,27,11,9
4332,54,69,25,15,9
4333,81,99,22,14,13
4334,48,65,15,10,9
4335,60,87,45,25,22
4337,68,95,53,37,33
4338,71,98,50,22,21
4339,55,67,8,1,0
4340,53,69,15,11,9
4341,56,73,19,14,13
4342,60,76,25,9,9
4343,79,109,67,36,28
4344,52,69,11,8,8
4345,61,83,39,27,26
4346,54,80,47,22,21
4347,77,101,54,23,20
4348,83,124,128,80,77
4349,65,85,30,19,16
4350,80,106,43,35,31
